FinalID,LifeStageCode,TaxonomicLevelCode,TaxonomicLevelName,Phylum,Class,Order,Family,Subfamily,Tribe,Genus,Species,FunctionalFeedingGroup,ToleranceValue,Subphylum,Superclass,Subclass,Superorder,Suborder,Superfamily,GenusComplex,SpeciesComplex,Subspecies,SAFIT1,SAFIT2,SAFIT1__OTU_a_original,SAFIT1__OTU_a,OTU_Justification,Required_work,Notes
Rhyacophila bifila,P,60,Species,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila bifila,P,2,Hexapoda,NA,,,,NA,,Rhyacophila coloradensis group,,Rhyacophila,Rhyacophila bifila,,Rhyacophila,,,
Rhyacophila blarina,A,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila blarina,,1,Hexapoda,NA,,,,NA,,Rhyacophila sibirica group,,Rhyacophila,Rhyacophila sibirica group,,Rhyacophila,,,
Rhyacophila blarina,L,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila blarina,P,1,Hexapoda,NA,,,,NA,,Rhyacophila sibirica group,,Rhyacophila,Rhyacophila sibirica group,,Rhyacophila,,,
Rhyacophila blarina,P,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila blarina,P,1,Hexapoda,NA,,,,NA,,Rhyacophila sibirica group,,Rhyacophila,Rhyacophila sibirica group,,Rhyacophila,,,
Rhyacophila brunnea group,A,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,,,1,Hexapoda,NA,,,,NA,,Rhyacophila brunnea group,,Rhyacophila,Rhyacophila brunnea group,Rhyacophila,Rhyacophila,,,
Rhyacophila brunnea group,L,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,,P,1,Hexapoda,NA,,,,NA,,Rhyacophila brunnea group,,Rhyacophila,Rhyacophila brunnea group,Rhyacophila,Rhyacophila,,,
Rhyacophila brunnea group,P,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,,P,1,Hexapoda,NA,,,,NA,,Rhyacophila brunnea group,,Rhyacophila,Rhyacophila brunnea group,Rhyacophila,Rhyacophila,,,
Rhyacophila brunnea,A,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila brunnea,,1,Hexapoda,NA,,,,NA,,Rhyacophila brunnea group,,Rhyacophila,Rhyacophila brunnea group,Rhyacophila,Rhyacophila,,,
Rhyacophila brunnea,L,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila brunnea,P,1,Hexapoda,NA,,,,NA,,Rhyacophila brunnea group,,Rhyacophila,Rhyacophila brunnea group,Rhyacophila,Rhyacophila,,,
Rhyacophila brunnea,P,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila brunnea,P,1,Hexapoda,NA,,,,NA,,Rhyacophila brunnea group,,Rhyacophila,Rhyacophila brunnea group,Rhyacophila,Rhyacophila,,,
Rhyacophila californica,A,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila californica,,1,Hexapoda,NA,,,,NA,,Rhyacophila betteni group,,Rhyacophila,Rhyacophila betteni group,,Rhyacophila,,,
Rhyacophila californica,L,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila californica,P,1,Hexapoda,NA,,,,NA,,Rhyacophila betteni group,,Rhyacophila,Rhyacophila betteni group,,Rhyacophila,,,
Rhyacophila californica,P,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila californica,P,1,Hexapoda,NA,,,,NA,,Rhyacophila betteni group,,Rhyacophila,Rhyacophila betteni group,,Rhyacophila,,,
Rhyacophila cerita,A,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila cerita,,1,Hexapoda,NA,,,,NA,,Rhyacophila betteni group,,Rhyacophila,Rhyacophila betteni group,,Rhyacophila,,,
Rhyacophila cerita,L,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila cerita,P,1,Hexapoda,NA,,,,NA,,Rhyacophila betteni group,,Rhyacophila,Rhyacophila betteni group,,Rhyacophila,,,
Rhyacophila cerita,P,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila cerita,P,1,Hexapoda,NA,,,,NA,,Rhyacophila betteni group,,Rhyacophila,Rhyacophila betteni group,,Rhyacophila,,,
Rhyacophila chandleri,A,60,Species,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila chandleri,,0,Hexapoda,NA,,,,NA,,,,Rhyacophila,Rhyacophila chandleri,,Rhyacophila,,,
Rhyacophila chandleri,L,60,Species,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila chandleri,P,0,Hexapoda,NA,,,,NA,,,,Rhyacophila,Rhyacophila chandleri,,Rhyacophila,,,
Rhyacophila chandleri,P,60,Species,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila chandleri,P,0,Hexapoda,NA,,,,NA,,,,Rhyacophila,Rhyacophila chandleri,,Rhyacophila,,,
Rhyacophila chilsia,A,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila chilsia,,1,Hexapoda,NA,,,,NA,,Rhyacophila betteni group,,Rhyacophila,Rhyacophila betteni group,,Rhyacophila,,,
Rhyacophila chilsia,L,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila chilsia,P,1,Hexapoda,NA,,,,NA,,Rhyacophila betteni group,,Rhyacophila,Rhyacophila betteni group,,Rhyacophila,,,
Rhyacophila chilsia,P,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila chilsia,P,1,Hexapoda,NA,,,,NA,,Rhyacophila betteni group,,Rhyacophila,Rhyacophila betteni group,,Rhyacophila,,,
Rhyacophila chordata,A,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila chordata,,0,Hexapoda,NA,,,,NA,,Rhyacophila rotunda group,,Rhyacophila,Rhyacophila rotunda group,,Rhyacophila,,,
Rhyacophila chordata,L,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila chordata,P,0,Hexapoda,NA,,,,NA,,Rhyacophila rotunda group,,Rhyacophila,Rhyacophila rotunda group,,Rhyacophila,,,
Rhyacophila chordata,P,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila chordata,P,0,Hexapoda,NA,,,,NA,,Rhyacophila rotunda group,,Rhyacophila,Rhyacophila rotunda group,,Rhyacophila,,,
Rhyacophila colonus,A,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila colonus,,0,Hexapoda,NA,,,,NA,,Rhyacophila sibirica group,,Rhyacophila,Rhyacophila sibirica group,,Rhyacophila,,,
Rhyacophila colonus,L,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila colonus,P,0,Hexapoda,NA,,,,NA,,Rhyacophila sibirica group,,Rhyacophila,Rhyacophila sibirica group,,Rhyacophila,,,
Rhyacophila colonus,P,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila colonus,P,0,Hexapoda,NA,,,,NA,,Rhyacophila sibirica group,,Rhyacophila,Rhyacophila sibirica group,,Rhyacophila,,,
Rhyacophila coloradensis group,A,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,,,2,Hexapoda,NA,,,,NA,,Rhyacophila coloradensis group,,Rhyacophila,Rhyacophila coloradensis group,Rhyacophila,Rhyacophila,,,
Rhyacophila coloradensis group,L,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,,P,2,Hexapoda,NA,,,,NA,,Rhyacophila coloradensis group,,Rhyacophila,Rhyacophila coloradensis group,Rhyacophila,Rhyacophila,,,
Rhyacophila coloradensis group,P,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,,P,2,Hexapoda,NA,,,,NA,,Rhyacophila coloradensis group,,Rhyacophila,Rhyacophila coloradensis group,Rhyacophila,Rhyacophila,,,
Rhyacophila coloradensis,A,60,Species,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila coloradensis,,2,Hexapoda,NA,,,,NA,,Rhyacophila coloradensis group,,Rhyacophila,Rhyacophila coloradensis,Rhyacophila,Rhyacophila,,,
Rhyacophila coloradensis,L,60,Species,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila coloradensis,P,2,Hexapoda,NA,,,,NA,,Rhyacophila coloradensis group,,Rhyacophila,Rhyacophila coloradensis,Rhyacophila,Rhyacophila,,,
Rhyacophila coloradensis,P,60,Species,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila coloradensis,P,2,Hexapoda,NA,,,,NA,,Rhyacophila coloradensis group,,Rhyacophila,Rhyacophila coloradensis,Rhyacophila,Rhyacophila,,,
Rhyacophila darbyi,A,60,Species,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila darbyi,,0,Hexapoda,NA,,,,NA,,,,Rhyacophila,Rhyacophila darbyi,,Rhyacophila,,,
Rhyacophila darbyi,L,60,Species,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila darbyi,P,0,Hexapoda,NA,,,,NA,,,,Rhyacophila,Rhyacophila darbyi,,Rhyacophila,,,
Rhyacophila darbyi,P,60,Species,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila darbyi,P,0,Hexapoda,NA,,,,NA,,,,Rhyacophila,Rhyacophila darbyi,,Rhyacophila,,,
Rhyacophila ebria,A,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila ebria,,0,Hexapoda,NA,,,,NA,,Rhyacophila rotunda group,,Rhyacophila,Rhyacophila rotunda group,,Rhyacophila,,,
Rhyacophila ebria,L,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila ebria,P,0,Hexapoda,NA,,,,NA,,Rhyacophila rotunda group,,Rhyacophila,Rhyacophila rotunda group,,Rhyacophila,,,
Rhyacophila ebria,P,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila ebria,P,0,Hexapoda,NA,,,,NA,,Rhyacophila rotunda group,,Rhyacophila,Rhyacophila rotunda group,,Rhyacophila,,,
Rhyacophila ecosa group,A,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,,,0,Hexapoda,NA,,,,NA,,Rhyacophila ecosa group,,Rhyacophila,Rhyacophila ecosa group,,Rhyacophila,,,
Rhyacophila ecosa group,L,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,,P,0,Hexapoda,NA,,,,NA,,Rhyacophila ecosa group,,Rhyacophila,Rhyacophila ecosa group,,Rhyacophila,,,
Rhyacophila ecosa group,P,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,,P,0,Hexapoda,NA,,,,NA,,Rhyacophila ecosa group,,Rhyacophila,Rhyacophila ecosa group,,Rhyacophila,,,
Rhyacophila ecosa,A,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila ecosa,,0,Hexapoda,NA,,,,NA,,Rhyacophila ecosa group,,Rhyacophila,Rhyacophila ecosa group,,Rhyacophila,,,
Rhyacophila ecosa,L,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila ecosa,P,0,Hexapoda,NA,,,,NA,,Rhyacophila ecosa group,,Rhyacophila,Rhyacophila ecosa group,,Rhyacophila,,,
Rhyacophila ecosa,P,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila ecosa,P,0,Hexapoda,NA,,,,NA,,Rhyacophila ecosa group,,Rhyacophila,Rhyacophila ecosa group,,Rhyacophila,,,
Rhyacophila fenderi,A,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila fenderi,,1,Hexapoda,NA,,,,NA,,Rhyacophila betteni group,,Rhyacophila,Rhyacophila betteni group,,Rhyacophila,,,
Rhyacophila fenderi,L,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila fenderi,P,1,Hexapoda,NA,,,,NA,,Rhyacophila betteni group,,Rhyacophila,Rhyacophila betteni group,,Rhyacophila,,,
Rhyacophila fenderi,P,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila fenderi,P,1,Hexapoda,NA,,,,NA,,Rhyacophila betteni group,,Rhyacophila,Rhyacophila betteni group,,Rhyacophila,,,
Rhyacophila gemona,A,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila gemona,,0,Hexapoda,NA,,,,NA,,Rhyacophila vemna group,,Rhyacophila,Rhyacophila vemna group,,Rhyacophila,,,
Rhyacophila gemona,L,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila gemona,P,0,Hexapoda,NA,,,,NA,,Rhyacophila vemna group,,Rhyacophila,Rhyacophila vemna group,,Rhyacophila,,,
Rhyacophila gemona,P,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila gemona,P,0,Hexapoda,NA,,,,NA,,Rhyacophila vemna group,,Rhyacophila,Rhyacophila vemna group,,Rhyacophila,,,
Rhyacophila grandis group,A,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,,,1,Hexapoda,NA,,,,NA,,Rhyacophila grandis group,,Rhyacophila,Rhyacophila grandis group,Rhyacophila,Rhyacophila,,,
Rhyacophila grandis group,L,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,,P,1,Hexapoda,NA,,,,NA,,Rhyacophila grandis group,,Rhyacophila,Rhyacophila grandis group,Rhyacophila,Rhyacophila,,,
Rhyacophila grandis group,P,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,,P,1,Hexapoda,NA,,,,NA,,Rhyacophila grandis group,,Rhyacophila,Rhyacophila grandis group,Rhyacophila,Rhyacophila,,,
Rhyacophila grandis,A,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila grandis,,1,Hexapoda,NA,,,,NA,,Rhyacophila grandis group,,Rhyacophila,Rhyacophila grandis group,,Rhyacophila,,,
Rhyacophila grandis,L,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila grandis,P,1,Hexapoda,NA,,,,NA,,Rhyacophila grandis group,,Rhyacophila,Rhyacophila grandis group,,Rhyacophila,,,
Rhyacophila grandis,P,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila grandis,P,1,Hexapoda,NA,,,,NA,,Rhyacophila grandis group,,Rhyacophila,Rhyacophila grandis group,,Rhyacophila,,,
Rhyacophila haddocki,A,60,Species,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila haddocki,,0,Hexapoda,NA,,,,NA,,,,Rhyacophila,Rhyacophila haddocki,,Rhyacophila,,,
Rhyacophila haddocki,L,60,Species,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila haddocki,P,0,Hexapoda,NA,,,,NA,,,,Rhyacophila,Rhyacophila haddocki,,Rhyacophila,,,
Rhyacophila haddocki,P,60,Species,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila haddocki,P,0,Hexapoda,NA,,,,NA,,,,Rhyacophila,Rhyacophila haddocki,,Rhyacophila,,,
Rhyacophila harmstoni,A,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila harmstoni,,0,Hexapoda,NA,,,,NA,,Rhyacophila vofixa group,,Rhyacophila,Rhyacophila vofixa group,,Rhyacophila,,,
Rhyacophila harmstoni,L,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila harmstoni,P,0,Hexapoda,NA,,,,NA,,Rhyacophila vofixa group,,Rhyacophila,Rhyacophila vofixa group,,Rhyacophila,,,
Rhyacophila harmstoni,P,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila harmstoni,P,0,Hexapoda,NA,,,,NA,,Rhyacophila vofixa group,,Rhyacophila,Rhyacophila vofixa group,,Rhyacophila,,,
Rhyacophila hyalinata group,A,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,,,1,Hexapoda,NA,,,,NA,,Rhyacophila hyalinata group,,Rhyacophila,Rhyacophila hyalinata group,Rhyacophila,Rhyacophila,,,
Rhyacophila hyalinata group,L,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,,P,1,Hexapoda,NA,,,,NA,,Rhyacophila hyalinata group,,Rhyacophila,Rhyacophila hyalinata group,Rhyacophila,Rhyacophila,,,
Rhyacophila hyalinata group,P,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,,P,1,Hexapoda,NA,,,,NA,,Rhyacophila hyalinata group,,Rhyacophila,Rhyacophila hyalinata group,Rhyacophila,Rhyacophila,,,
Rhyacophila hyalinata,A,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila hyalinata,,1,Hexapoda,NA,,,,NA,,Rhyacophila hyalinata group,,Rhyacophila,Rhyacophila hyalinata group,Rhyacophila,Rhyacophila,,,
Rhyacophila hyalinata,L,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila hyalinata,P,1,Hexapoda,NA,,,,NA,,Rhyacophila hyalinata group,,Rhyacophila,Rhyacophila hyalinata group,Rhyacophila,Rhyacophila,,,
Rhyacophila hyalinata,P,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila hyalinata,P,1,Hexapoda,NA,,,,NA,,Rhyacophila hyalinata group,,Rhyacophila,Rhyacophila hyalinata group,Rhyacophila,Rhyacophila,,,
Rhyacophila inculta,A,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila inculta,,1,Hexapoda,NA,,,,NA,,Rhyacophila brunnea group,,Rhyacophila,Rhyacophila brunnea group,,Rhyacophila,,,
Rhyacophila inculta,L,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila inculta,P,1,Hexapoda,NA,,,,NA,,Rhyacophila brunnea group,,Rhyacophila,Rhyacophila brunnea group,,Rhyacophila,,,
Rhyacophila inculta,P,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila inculta,P,1,Hexapoda,NA,,,,NA,,Rhyacophila brunnea group,,Rhyacophila,Rhyacophila brunnea group,,Rhyacophila,,,
Rhyacophila insularis,A,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila insularis,,2,Hexapoda,NA,,,,NA,,Rhyacophila coloradensis group,,Rhyacophila,Rhyacophila coloradensis group,,Rhyacophila,,,
Rhyacophila insularis,L,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila insularis,P,2,Hexapoda,NA,,,,NA,,Rhyacophila coloradensis group,,Rhyacophila,Rhyacophila coloradensis group,,Rhyacophila,,,
Rhyacophila insularis,P,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila insularis,P,2,Hexapoda,NA,,,,NA,,Rhyacophila coloradensis group,,Rhyacophila,Rhyacophila coloradensis group,,Rhyacophila,,,
Rhyacophila iranda,A,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila iranda,,0,Hexapoda,NA,,,,NA,,Rhyacophila vofixa group,,Rhyacophila,Rhyacophila vofixa group,Rhyacophila,Rhyacophila,,,
Rhyacophila iranda,L,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila iranda,P,0,Hexapoda,NA,,,,NA,,Rhyacophila vofixa group,,Rhyacophila,Rhyacophila vofixa group,Rhyacophila,Rhyacophila,,,
Rhyacophila iranda,P,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila iranda,P,0,Hexapoda,NA,,,,NA,,Rhyacophila vofixa group,,Rhyacophila,Rhyacophila vofixa group,Rhyacophila,Rhyacophila,,,
Rhyacophila jenniferae,A,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila jenniferae,,2,Hexapoda,NA,,,,NA,,Rhyacophila coloradensis group,,Rhyacophila,Rhyacophila coloradensis group,,Rhyacophila,,,
Rhyacophila jenniferae,L,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila jenniferae,P,2,Hexapoda,NA,,,,NA,,Rhyacophila coloradensis group,,Rhyacophila,Rhyacophila coloradensis group,,Rhyacophila,,,
Rhyacophila jenniferae,P,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila jenniferae,P,2,Hexapoda,NA,,,,NA,,Rhyacophila coloradensis group,,Rhyacophila,Rhyacophila coloradensis group,,Rhyacophila,,,
Rhyacophila jewetti,A,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila jewetti,,1,Hexapoda,NA,,,,NA,,Rhyacophila nevadensis group,,Rhyacophila,Rhyacophila nevadensis group,,Rhyacophila,,,
Rhyacophila jewetti,L,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila jewetti,P,1,Hexapoda,NA,,,,NA,,Rhyacophila nevadensis group,,Rhyacophila,Rhyacophila nevadensis group,,Rhyacophila,,,
Rhyacophila jewetti,P,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila jewetti,P,1,Hexapoda,NA,,,,NA,,Rhyacophila nevadensis group,,Rhyacophila,Rhyacophila nevadensis group,,Rhyacophila,,,
Rhyacophila karila,A,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila karila,,1,Hexapoda,NA,,,,NA,,Rhyacophila betteni group,,Rhyacophila,Rhyacophila betteni group,,Rhyacophila,,,
Rhyacophila karila,L,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila karila,P,1,Hexapoda,NA,,,,NA,,Rhyacophila betteni group,,Rhyacophila,Rhyacophila betteni group,,Rhyacophila,,,
Rhyacophila karila,P,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila karila,P,1,Hexapoda,NA,,,,NA,,Rhyacophila betteni group,,Rhyacophila,Rhyacophila betteni group,,Rhyacophila,,,
Rhyacophila kernada,A,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila kernada,,2,Hexapoda,NA,,,,NA,,Rhyacophila coloradensis group,,Rhyacophila,Rhyacophila coloradensis group,,Rhyacophila,,,
Rhyacophila kernada,L,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila kernada,P,2,Hexapoda,NA,,,,NA,,Rhyacophila coloradensis group,,Rhyacophila,Rhyacophila coloradensis group,,Rhyacophila,,,
Rhyacophila kernada,P,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila kernada,P,2,Hexapoda,NA,,,,NA,,Rhyacophila coloradensis group,,Rhyacophila,Rhyacophila coloradensis group,,Rhyacophila,,,
Rhyacophila kincaidi,A,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila kincaidi,,0,Hexapoda,NA,,,,NA,,Rhyacophila alberta group,,Rhyacophila,Rhyacophila alberta group,,Rhyacophila,,,
Rhyacophila kincaidi,L,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila kincaidi,P,0,Hexapoda,NA,,,,NA,,Rhyacophila alberta group,,Rhyacophila,Rhyacophila alberta group,,Rhyacophila,,,
Rhyacophila kincaidi,P,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila kincaidi,P,0,Hexapoda,NA,,,,NA,,Rhyacophila alberta group,,Rhyacophila,Rhyacophila alberta group,,Rhyacophila,,,
Rhyacophila latitergum,A,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila latitergum,,0,Hexapoda,NA,,,,NA,,Rhyacophila rotunda group,,Rhyacophila,Rhyacophila rotunda group,,Rhyacophila,,,
Rhyacophila latitergum,L,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila latitergum,P,0,Hexapoda,NA,,,,NA,,Rhyacophila rotunda group,,Rhyacophila,Rhyacophila rotunda group,,Rhyacophila,,,
Rhyacophila latitergum,P,56,SpeciesComplex,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,Rhyacophila latitergum,P,0,Hexapoda,NA,,,,NA,,Rhyacophila rotunda group,,Rhyacophila,Rhyacophila rotunda group,,Rhyacophila,,,
